Person Count,Height (cm),Weight (kg),Gender,Age,Time of Day,Density Level,Occlusion Level,Clothing Color,Posture,Carrying Object,Facial Visibility,Emotion,Group Size,Distance from Camera (m),Walking Speed (m/s)
22,176,72,Female,54,Night,Low,High,Brown,Moving,No Object,Partially Visible,Neutral,8,46,2.15
7,183,69,Male,56,Night,Medium,Low,Blue,Upright,Laptop,Partially Visible,Neutral,5,21,1.9
16,173,67,Female,34,Afternoon,Very High,Medium,Green,Mixed,No Object,Not Visible,Neutral,4,59,1.69
9,156,77,Male,28,Evening,Low,Medium,Brown,Moving,No Object,Partially Visible,Happy,7,30,2.2
7,179,86,Male,37,Afternoon,Low,High,Black,Upright,Bag,Visible,Happy,6,24,1.98
20,147,60,Female,50,Night,High,Low,Blue,Moving,Purse,Not Visible,Happy,5,56,2.22
7,182,87,Female,33,Evening,Medium,Low,Blue,Bending,No Object,Partially Visible,Happy,11,38,2.08
18,185,54,Female,13,Night,Very High,Low,Black,Bending,No Object,Not Visible,Sad,5,8,0.98
18,177,59,Male,15,Afternoon,Medium,Low,Yellow,Upright,No Object,Visible,Neutral,3,10,1.83
6,184,60,Female,50,Morning,High,High,Green,Mixed,No Object,Visible,Neutral,1,58,2.1
8,171,92,Male,49,Morning,Very High,Low,Purple,Upright,Purse,Partially Visible,Happy,2,39,1.91
20,166,50,Female,49,Evening,Low,Low,Brown,Moving,No Object,Partially Visible,Sad,6,52,2.49
15,159,64,Female,18,Night,High,Medium,Green,Upright,Bag,Visible,Happy,3,59,2.3
7,186,66,Female,20,Evening,High,Medium,Brown,Upright,Purse,Not Visible,Happy,2,45,1.98
24,176,85,Male,30,Night,High,Low,Black,Mixed,Bag,Partially Visible,Sad,4,58,2.09
10,153,69,Female,23,Afternoon,Low,Medium,Yellow,Upright,Purse,Visible,Happy,3,57,2.75
5,188,93,Male,30,Night,Medium,Medium,Purple,Upright,No Object,Partially Visible,Neutral,6,27,1.88
23,147,82,Female,38,Night,Low,High,Yellow,Moving,Purse,Visible,Neutral,1,40,2.33
5,171,80,Male,25,Morning,Very High,Medium,Red,Upright,No Object,Visible,Neutral,11,50,1.54
16,153,82,Female,17,Night,Low,High,Red,Moving,No Object,Visible,Happy,11,57,2.29
24,174,53,Male,31,Morning,Low,Low,Yellow,Mixed,Laptop,Visible,Neutral,10,50,2.44
16,163,67,Female,46,Evening,Very High,High,Yellow,Upright,Purse,Not Visible,Neutral,2,49,1.45
16,164,74,Female,41,Afternoon,Medium,Medium,Black,Bending,No Object,Visible,Neutral,8,22,1.75
12,175,55,Male,27,Afternoon,Medium,Medium,Blue,Mixed,No Object,Partially Visible,Sad,1,28,1.85
7,179,50,Female,26,Night,Medium,Medium,Purple,Mixed,No Object,Partially Visible,Happy,8,50,2.21
16,162,51,Male,40,Evening,High,Low,Black,Bending,Purse,Visible,Neutral,9,11,1.49
22,189,84,Female,20,Morning,Low,Low,Green,Bending,No Object,Not Visible,Happy,4,13,2.06
6,167,77,Male,52,Morning,Medium,High,Green,Bending,Laptop,Visible,Neutral,6,48,2.09
22,152,59,Male,53,Morning,Medium,High,Green,Upright,Purse,Partially Visible,Sad,11,58,1.8
13,145,81,Male,13,Afternoon,Medium,Low,Blue,Bending,No Object,Partially Visible,Happy,3,28,2.21
15,154,79,Female,58,Morning,Medium,Medium,Green,Upright,Purse,Partially Visible,Happy,6,52,2.26
8,176,85,Female,13,Afternoon,Low,Medium,Brown,Upright,Bag,Visible,Neutral,4,24,2.16
17,169,90,Female,34,Night,High,Medium,Red,Upright,Laptop,Not Visible,Sad,2,33,1.66
8,160,89,Male,44,Night,Low,Low,Green,Moving,No Object,Not Visible,Neutral,8,58,2.5
10,166,54,Female,27,Night,Medium,High,Blue,Upright,No Object,Visible,Neutral,11,26,1.47
19,182,83,Male,21,Afternoon,Medium,Medium,Brown,Upright,Purse,Partially Visible,Neutral,7,53,2.11
6,170,64,Male,14,Evening,Medium,Medium,Purple,Upright,Laptop,Visible,Happy,6,57,2.43
13,147,65,Male,46,Night,High,Medium,Yellow,Upright,Bag,Visible,Sad,6,45,1.75
16,147,77,Male,13,Morning,Medium,Medium,Blue,Mixed,No Object,Visible,Sad,2,8,1.54
7,166,75,Female,35,Night,Very High,Low,Black,Upright,Purse,Visible,Sad,3,57,1.97
10,163,65,Female,30,Evening,High,High,Red,Upright,No Object,Partially Visible,Sad,9,32,1.31
11,183,94,Female,58,Afternoon,High,Low,Green,Mixed,No Object,Visible,Sad,7,20,1.54
18,171,53,Female,56,Afternoon,High,High,Blue,Upright,No Object,Visible,Happy,3,31,1.71
24,179,49,Female,51,Afternoon,Low,High,Black,Upright,No Object,Visible,Sad,1,29,2.02
21,171,46,Male,47,Morning,Very High,Medium,Green,Moving,Purse,Visible,Happy,3,25,1.59
8,160,85,Male,38,Morning,High,Medium,Brown,Moving,No Object,Partially Visible,Neutral,6,42,1.84
5,174,65,Female,28,Afternoon,Medium,Low,Black,Upright,Purse,Partially Visible,Neutral,3,11,1.84
6,172,66,Male,19,Morning,Low,Medium,Purple,Moving,Purse,Visible,Happy,9,39,2.33
16,177,77,Male,58,Evening,Low,Medium,Red,Bending,No Object,Visible,Neutral,7,18,1.91
8,153,66,Female,30,Afternoon,High,Low,Purple,Bending,Purse,Visible,Neutral,2,48,2.28
9,173,73,Male,32,Afternoon,Medium,Low,Yellow,Upright,No Object,Partially Visible,Happy,4,59,2.59
21,157,47,Female,18,Morning,High,High,Brown,Moving,No Object,Visible,Neutral,1,30,1.6
22,180,52,Female,25,Night,Medium,Low,Yellow,Bending,Bag,Partially Visible,Neutral,1,49,2.46
21,180,91,Female,42,Evening,Medium,Low,Red,Moving,No Object,Partially Visible,Neutral,9,22,1.89
10,173,67,Female,32,Afternoon,Low,Low,Blue,Mixed,No Object,Visible,Neutral,5,51,2.73
17,187,53,Male,40,Evening,Low,Medium,Red,Moving,Purse,Visible,Neutral,10,34,2.11
17,169,63,Male,22,Afternoon,Low,Medium,Yellow,Moving,No Object,Visible,Neutral,3,33,2.26
8,146,61,Female,15,Morning,High,High,Green,Upright,No Object,Visible,Neutral,4,10,1.33
16,172,58,Female,54,Evening,Medium,Medium,Green,Upright,Purse,Visible,Happy,6,41,2.2
15,179,59,Male,32,Night,Very High,Low,Brown,Bending,Purse,Not Visible,Neutral,4,48,1.76
12,149,81,Female,29,Evening,High,Medium,Green,Upright,Purse,Visible,Neutral,6,32,1.73
20,149,50,Female,25,Evening,High,Low,Brown,Moving,Laptop,Visible,Happy,2,13,1.81
18,157,60,Male,43,Morning,Medium,High,Purple,Moving,No Object,Not Visible,Sad,1,42,1.75
15,182,68,Female,39,Evening,High,Low,Green,Bending,No Object,Not Visible,Happy,10,39,1.79
19,168,72,Female,30,Evening,Very High,Low,Purple,Upright,No Object,Visible,Sad,3,52,1.87
20,188,89,Female,56,Afternoon,High,Medium,Black,Moving,No Object,Partially Visible,Happy,2,57,2.18
16,184,91,Female,55,Morning,Low,Low,Green,Bending,Bag,Visible,Neutral,4,18,2.17
10,169,59,Female,21,Night,High,Medium,Purple,Bending,Purse,Not Visible,Happy,5,21,1.57
20,175,71,Female,42,Afternoon,Low,Medium,Black,Bending,No Object,Partially Visible,Sad,6,57,2.41
19,159,46,Male,58,Afternoon,Low,High,Red,Upright,No Object,Visible,Sad,9,11,1.45
24,149,75,Female,35,Evening,High,Low,Green,Moving,No Object,Visible,Happy,10,55,2.27
7,162,52,Female,13,Afternoon,High,Medium,Yellow,Upright,Purse,Visible,Happy,4,13,1.61
13,171,48,Female,18,Evening,Low,Medium,Black,Bending,No Object,Partially Visible,Neutral,3,28,2.13
23,153,78,Female,44,Evening,Low,Low,Black,Upright,Bag,Visible,Happy,2,12,2.26
15,154,53,Male,55,Afternoon,Very High,Medium,Brown,Upright,No Object,Partially Visible,Happy,2,58,2.02
23,145,68,Male,18,Morning,Low,High,Blue,Upright,No Object,Visible,Sad,1,32,2.14
5,178,50,Male,38,Morning,Low,High,Red,Upright,Bag,Partially Visible,Neutral,1,53,2.41
5,185,82,Female,35,Night,High,High,Black,Moving,Laptop,Visible,Happy,5,6,1.33
20,182,83,Female,25,Evening,High,Medium,Purple,Moving,No Object,Not Visible,Neutral,7,7,1.12
12,162,73,Male,42,Afternoon,Medium,Low,Red,Upright,No Object,Visible,Happy,10,34,2.21
15,171,86,Female,54,Afternoon,Medium,High,Yellow,Upright,Laptop,Visible,Sad,4,7,1.33
13,188,66,Male,23,Evening,Medium,Low,Purple,Moving,Purse,Visible,Happy,4,34,2.22
13,171,54,Male,14,Night,Low,Medium,Red,Upright,Purse,Partially Visible,Neutral,8,43,2.19
23,158,52,Female,29,Night,High,High,Red,Upright,Purse,Visible,Happy,8,31,1.57
6,160,55,Male,27,Evening,High,High,Purple,Upright,Bag,Visible,Sad,8,48,1.63
20,177,55,Female,46,Afternoon,Medium,High,Red,Bending,Purse,Visible,Happy,2,10,1.67
22,165,61,Female,37,Night,Medium,Low,Yellow,Mixed,No Object,Visible,Neutral,1,18,2.07
18,182,55,Male,12,Night,Medium,Medium,Yellow,Upright,No Object,Not Visible,Neutral,6,13,1.48
12,183,74,Male,28,Afternoon,Low,Low,Green,Mixed,Purse,Visible,Sad,5,32,2.37
8,146,52,Male,47,Night,Medium,High,Green,Moving,No Object,Not Visible,Happy,3,26,1.81
18,177,76,Male,34,Night,Low,Medium,Black,Mixed,No Object,Not Visible,Sad,11,34,1.77
14,161,61,Female,39,Night,High,Low,Black,Moving,Purse,Partially Visible,Sad,2,13,1.44
7,168,79,Female,24,Morning,Medium,High,Purple,Moving,No Object,Visible,Happy,4,29,1.81
12,156,70,Female,27,Morning,High,Medium,Brown,Bending,Bag,Partially Visible,Happy,9,47,1.91
24,161,90,Female,18,Afternoon,Medium,Medium,Purple,Moving,No Object,Not Visible,Sad,6,8,1.32
10,159,66,Female,15,Night,High,High,Blue,Upright,Purse,Visible,Neutral,3,48,1.81
8,147,59,Female,13,Morning,Very High,Medium,Blue,Moving,Purse,Visible,Sad,6,17,1.12
18,180,74,Female,41,Morning,Medium,Medium,Blue,Bending,No Object,Visible,Sad,5,52,2.1
8,151,77,Female,19,Morning,Low,Low,Brown,Upright,No Object,Visible,Neutral,3,49,2.76
23,161,66,Female,39,Morning,High,Low,Red,Upright,No Object,Visible,Happy,8,29,1.88
22,153,72,Male,57,Night,Low,Low,Purple,Upright,Purse,Visible,Neutral,9,9,1.89
24,152,68,Male,45,Evening,Low,Low,Yellow,Upright,Purse,Partially Visible,Neutral,1,26,2.34
23,161,60,Female,39,Evening,Low,Low,Purple,Upright,No Object,Visible,Neutral,1,39,2.61
9,186,60,Male,17,Afternoon,Very High,Medium,Purple,Upright,No Object,Visible,Neutral,10,23,1.21
9,187,90,Male,35,Evening,Low,Medium,Red,Upright,Bag,Not Visible,Neutral,3,39,2.29
11,162,78,Male,54,Night,Medium,Low,Yellow,Bending,No Object,Visible,Sad,1,50,2.49
14,167,49,Male,30,Evening,Medium,Medium,Black,Upright,Bag,Visible,Happy,7,57,2.42
22,189,93,Female,51,Night,High,High,Yellow,Upright,No Object,Visible,Neutral,4,26,1.48
19,155,80,Female,46,Evening,Medium,Low,Purple,Upright,No Object,Visible,Happy,11,59,2.48
17,187,47,Male,24,Afternoon,Very High,Medium,Brown,Upright,Purse,Partially Visible,Happy,11,18,1.04
22,149,81,Female,18,Evening,High,Low,Red,Upright,No Object,Visible,Neutral,1,56,2.39
17,155,74,Female,12,Night,Medium,Medium,Purple,Mixed,Laptop,Not Visible,Sad,3,12,1.42
12,160,90,Female,25,Night,Medium,Medium,Black,Upright,Purse,Not Visible,Neutral,7,34,1.85
13,146,69,Female,27,Afternoon,High,Low,Black,Upright,Purse,Visible,Happy,4,42,2.2
15,181,70,Male,43,Evening,High,Low,Brown,Bending,Purse,Partially Visible,Neutral,1,7,1.61
6,183,60,Male,39,Night,Medium,High,Purple,Moving,Purse,Partially Visible,Neutral,6,29,1.62
19,162,61,Female,34,Evening,Medium,Low,Black,Upright,Purse,Not Visible,Neutral,7,20,1.73
18,182,75,Female,46,Evening,Low,Medium,Blue,Upright,Purse,Visible,Happy,11,49,2.46
19,179,86,Female,48,Afternoon,Low,Medium,Yellow,Bending,Laptop,Partially Visible,Neutral,5,31,2.15
15,181,89,Female,46,Night,Low,Low,Brown,Upright,Purse,Visible,Happy,9,10,2.1
20,181,83,Female,55,Night,Low,Medium,Red,Upright,No Object,Visible,Neutral,5,7,1.85
23,170,75,Male,29,Morning,Low,Medium,Black,Mixed,No Object,Not Visible,Happy,8,6,1.75
16,149,70,Female,51,Morning,Very High,Low,Yellow,Mixed,No Object,Visible,Neutral,11,7,1.14
13,186,61,Male,32,Morning,High,High,Purple,Bending,No Object,Visible,Sad,9,31,1.19
7,172,83,Male,20,Afternoon,High,Medium,Blue,Upright,No Object,Visible,Happy,8,22,1.6
20,185,60,Male,18,Morning,High,Medium,Black,Bending,No Object,Not Visible,Happy,10,16,1.35
23,188,58,Female,16,Night,High,Low,Yellow,Mixed,No Object,Visible,Sad,3,26,1.71
18,153,88,Male,57,Night,Low,Low,Brown,Mixed,Laptop,Visible,Neutral,9,29,2.16
22,163,74,Female,20,Morning,High,Medium,Green,Upright,Purse,Partially Visible,Neutral,11,36,1.52
22,153,62,Female,52,Night,Medium,Medium,Blue,Upright,No Object,Visible,Sad,11,32,1.71
20,147,88,Female,49,Morning,Medium,Low,Red,Upright,Bag,Visible,Neutral,3,56,2.56
15,188,93,Male,33,Night,Very High,Medium,Brown,Moving,Bag,Partially Visible,Neutral,5,25,1.36
6,186,60,Female,55,Afternoon,Very High,Medium,Purple,Upright,Laptop,Not Visible,Neutral,8,26,1.23
5,186,71,Male,55,Morning,Low,Low,Brown,Upright,No Object,Partially Visible,Sad,1,27,2.16
9,184,69,Female,56,Afternoon,High,High,Yellow,Upright,No Object,Visible,Neutral,8,7,1.07
13,174,80,Female,35,Night,Low,Medium,Brown,Upright,No Object,Visible,Happy,4,46,2.48
19,168,92,Male,26,Night,Low,Medium,Green,Moving,Purse,Partially Visible,Neutral,10,34,2.06
14,189,72,Male,14,Morning,Low,High,Black,Upright,Purse,Visible,Happy,7,26,1.99
5,169,84,Male,52,Night,Low,Medium,Blue,Upright,Purse,Partially Visible,Neutral,5,24,2.01
9,173,74,Female,53,Afternoon,High,High,Blue,Moving,Purse,Visible,Happy,1,33,1.86
24,154,89,Female,37,Afternoon,Medium,High,Brown,Bending,Bag,Not Visible,Neutral,8,54,1.81
24,178,65,Male,15,Morning,Low,Low,Brown,Moving,Purse,Visible,Neutral,6,26,2.21
12,181,64,Female,51,Night,Very High,Medium,Purple,Moving,Bag,Not Visible,Neutral,7,28,1.09
21,175,66,Male,26,Night,Medium,High,Blue,Upright,Laptop,Visible,Neutral,1,12,1.68
19,167,94,Female,38,Evening,Medium,High,Green,Upright,No Object,Partially Visible,Happy,5,22,1.74
23,153,75,Male,43,Evening,Medium,Low,Blue,Upright,Laptop,Visible,Neutral,9,46,2.24
22,146,52,Male,19,Night,Medium,Low,Purple,Moving,No Object,Partially Visible,Neutral,11,44,2.02
17,173,47,Female,15,Morning,Medium,Low,Yellow,Mixed,No Object,Visible,Neutral,4,49,2.49
12,175,70,Male,15,Morning,High,High,Green,Upright,Bag,Visible,Sad,3,32,1.63
17,179,85,Male,58,Morning,Very High,High,Purple,Moving,No Object,Visible,Neutral,8,54,1.53
11,187,68,Female,57,Afternoon,Medium,High,Brown,Moving,No Object,Visible,Neutral,3,35,1.84
11,167,73,Male,32,Afternoon,Medium,Low,Black,Mixed,Bag,Not Visible,Sad,10,12,1.49
17,182,84,Female,32,Morning,Low,High,Green,Upright,No Object,Not Visible,Neutral,7,13,1.49
16,177,70,Male,31,Evening,Very High,Low,Black,Upright,No Object,Partially Visible,Neutral,11,32,1.38
16,157,90,Male,28,Morning,Medium,Medium,Red,Moving,No Object,Visible,Neutral,3,25,1.8
12,183,76,Male,38,Night,Medium,Low,Blue,Moving,Purse,Visible,Sad,1,10,1.81
13,147,81,Female,29,Evening,Very High,Medium,Purple,Moving,No Object,Visible,Neutral,10,7,0.89
5,171,84,Male,41,Night,Medium,Medium,Blue,Moving,No Object,Visible,Happy,4,39,2.3
17,187,76,Male,30,Morning,Low,Low,Blue,Upright,Laptop,Partially Visible,Neutral,4,46,2.52
16,174,47,Female,42,Night,Medium,Low,Purple,Bending,No Object,Not Visible,Happy,3,17,1.99
23,187,66,Male,57,Evening,Medium,High,Purple,Upright,Purse,Visible,Neutral,5,18,1.58
15,147,52,Male,21,Night,Very High,Low,Yellow,Upright,No Object,Visible,Sad,10,34,1.43
14,168,70,Male,15,Evening,Medium,Medium,Red,Upright,Purse,Visible,Sad,8,11,1.48
6,180,52,Male,37,Evening,Low,Low,Yellow,Upright,Purse,Visible,Neutral,1,51,2.81
8,173,70,Male,17,Morning,Medium,Low,Blue,Upright,No Object,Visible,Sad,10,37,1.93
11,184,62,Female,23,Evening,Medium,Low,Red,Bending,No Object,Visible,Sad,5,24,1.88
12,165,46,Male,49,Afternoon,Low,Medium,Purple,Moving,No Object,Visible,Sad,8,36,2.11
12,175,51,Male,32,Night,Very High,Medium,Blue,Upright,No Object,Visible,Sad,5,13,0.98
12,163,70,Female,38,Evening,Low,Low,Brown,Upright,No Object,Partially Visible,Sad,2,22,2.23
20,184,48,Male,49,Morning,Very High,High,Red,Upright,No Object,Not Visible,Happy,5,34,1.3
7,150,87,Female,18,Night,High,Low,Blue,Upright,No Object,Visible,Happy,4,57,2.42
11,156,82,Male,34,Morning,Low,High,Purple,Upright,No Object,Visible,Happy,1,51,2.59
8,149,80,Female,13,Afternoon,High,Low,Brown,Bending,No Object,Visible,Neutral,9,39,1.87
11,176,53,Female,35,Morning,High,High,Purple,Mixed,Laptop,Partially Visible,Sad,10,23,1.06
18,155,84,Male,22,Night,High,Low,Blue,Bending,No Object,Partially Visible,Sad,10,55,1.85
5,159,76,Female,55,Morning,Medium,Medium,Purple,Bending,Purse,Partially Visible,Sad,3,12,1.56
11,182,64,Male,24,Night,Low,Medium,Purple,Moving,Purse,Partially Visible,Sad,7,21,1.8
5,161,45,Female,21,Morning,Low,Medium,Purple,Upright,No Object,Not Visible,Neutral,6,28,1.99
24,151,71,Male,12,Evening,High,High,Red,Upright,No Object,Visible,Neutral,7,35,1.61
19,145,84,Female,18,Morning,Low,Low,Red,Upright,No Object,Visible,Neutral,9,42,2.4
9,155,46,Female,22,Afternoon,Low,Medium,Black,Upright,Purse,Visible,Happy,5,27,2.27
8,186,47,Female,22,Evening,Medium,High,Red,Moving,No Object,Visible,Neutral,4,56,2.11
6,169,64,Male,47,Evening,Low,High,Red,Upright,No Object,Visible,Neutral,6,27,1.97
14,189,70,Female,54,Night,High,Medium,Yellow,Upright,Bag,Not Visible,Happy,8,39,1.7
20,154,68,Female,53,Night,High,Medium,Brown,Upright,Purse,Partially Visible,Neutral,5,7,1.28
16,160,66,Female,57,Evening,High,High,Yellow,Upright,No Object,Not Visible,Neutral,4,13,1.13
22,152,57,Female,55,Afternoon,Low,High,Purple,Mixed,Bag,Not Visible,Neutral,1,17,1.76
11,162,47,Male,33,Afternoon,Medium,High,Red,Upright,No Object,Partially Visible,Sad,7,5,1.26
10,170,46,Female,30,Night,High,High,Yellow,Moving,No Object,Not Visible,Happy,1,52,1.93
14,181,49,Female,43,Evening,Medium,Medium,Red,Upright,No Object,Partially Visible,Sad,6,39,1.87
9,161,79,Male,27,Night,High,Medium,Green,Upright,Bag,Visible,Happy,7,51,2.02
24,179,84,Female,40,Afternoon,Medium,Medium,Green,Upright,No Object,Partially Visible,Neutral,6,23,1.78
8,173,66,Female,59,Afternoon,Medium,Low,Blue,Mixed,Purse,Not Visible,Neutral,6,10,1.63
14,158,48,Male,21,Night,Medium,High,Yellow,Upright,Purse,Partially Visible,Sad,4,23,1.52
15,186,65,Male,48,Evening,High,Medium,Red,Moving,Purse,Partially Visible,Sad,3,5,1.23
6,164,94,Male,56,Morning,Low,Low,Yellow,Upright,No Object,Visible,Happy,10,21,2.21
14,151,57,Male,37,Evening,Very High,Medium,Purple,Bending,No Object,Not Visible,Neutral,10,10,0.81
14,188,69,Female,29,Morning,Medium,Low,Brown,Bending,Purse,Visible,Sad,2,16,1.77
10,186,71,Female,24,Night,Low,Low,Red,Bending,No Object,Partially Visible,Sad,3,40,2.37
7,147,61,Female,20,Morning,High,Medium,Brown,Upright,Purse,Partially Visible,Happy,4,57,2.14
5,185,66,Female,27,Night,Medium,Medium,Brown,Upright,No Object,Partially Visible,Happy,8,18,1.66
5,187,68,Male,47,Night,Low,Medium,Green,Moving,Purse,Visible,Neutral,1,59,2.83
14,182,68,Female,36,Morning,Very High,Low,Green,Bending,Purse,Partially Visible,Sad,9,46,1.6
6,156,80,Female,22,Evening,High,Medium,Black,Upright,Purse,Visible,Neutral,1,11,1.44
24,173,74,Male,38,Morning,Medium,Low,Purple,Upright,No Object,Visible,Neutral,10,5,1.61
9,169,47,Male,50,Afternoon,High,High,Red,Upright,No Object,Visible,Sad,1,11,1.19
18,172,45,Female,12,Afternoon,Medium,Low,Black,Upright,No Object,Partially Visible,Neutral,10,44,2.13
18,172,65,Female,12,Evening,Medium,High,Green,Upright,No Object,Visible,Neutral,11,41,1.72
14,173,90,Female,58,Night,Low,Low,Black,Upright,Purse,Visible,Sad,9,53,2.46
22,168,46,Male,47,Afternoon,Low,Low,Red,Upright,No Object,Not Visible,Neutral,11,33,2.13
7,176,48,Male,39,Afternoon,Medium,Medium,Purple,Bending,No Object,Visible,Happy,6,7,1.74
9,168,78,Male,55,Morning,Medium,High,Black,Mixed,No Object,Not Visible,Happy,8,59,2.15
10,145,67,Female,40,Night,High,High,Purple,Moving,No Object,Visible,Neutral,7,52,1.78
7,146,56,Female,36,Afternoon,Medium,Medium,Blue,Bending,Purse,Visible,Happy,1,44,2.33
10,188,55,Male,22,Afternoon,Medium,Low,Brown,Moving,Purse,Partially Visible,Happy,10,55,2.44
11,185,78,Male,50,Morning,High,Low,Brown,Upright,No Object,Visible,Happy,8,20,1.81
20,171,71,Female,48,Afternoon,Very High,Medium,Yellow,Bending,No Object,Not Visible,Neutral,5,34,1.38
11,152,76,Female,26,Evening,Medium,Low,Red,Upright,Purse,Visible,Sad,3,34,2.09
22,180,59,Female,47,Night,Very High,High,Brown,Upright,Purse,Not Visible,Neutral,8,20,0.82
20,151,71,Female,46,Afternoon,High,Medium,Blue,Bending,Laptop,Visible,Neutral,11,59,1.98
23,161,88,Female,16,Evening,Low,High,Green,Upright,Laptop,Not Visible,Sad,2,35,1.86
7,159,60,Female,19,Night,Medium,High,Red,Bending,Laptop,Visible,Neutral,11,55,1.95
24,145,64,Female,40,Afternoon,Low,Low,Red,Bending,Laptop,Partially Visible,Neutral,7,22,2.27
17,181,53,Female,41,Afternoon,High,Medium,Yellow,Upright,Laptop,Visible,Happy,9,32,1.84
24,167,76,Male,43,Morning,Medium,High,Yellow,Upright,Purse,Not Visible,Neutral,2,56,2.13
12,159,46,Female,29,Night,Medium,Medium,Purple,Bending,Purse,Visible,Happy,2,14,1.89
24,167,57,Female,52,Morning,High,Medium,Brown,Moving,Purse,Visible,Neutral,8,34,1.63
16,145,80,Male,33,Morning,Medium,High,Brown,Moving,No Object,Partially Visible,Sad,4,48,1.91
6,164,45,Female,21,Morning,Medium,Low,Red,Upright,No Object,Visible,Neutral,5,48,2.47
13,168,94,Male,17,Evening,Very High,High,Yellow,Moving,Bag,Partially Visible,Happy,7,46,1.46
7,160,65,Male,54,Afternoon,Very High,Low,Blue,Upright,Purse,Partially Visible,Sad,3,38,1.59
23,182,64,Male,45,Evening,High,Medium,Red,Upright,No Object,Visible,Sad,4,5,1.24
11,156,71,Male,34,Evening,Low,Low,Yellow,Bending,No Object,Partially Visible,Neutral,4,20,2.11
9,151,76,Female,22,Morning,Low,Medium,Brown,Upright,No Object,Visible,Happy,4,48,2.55
16,168,67,Female,16,Afternoon,Low,Low,Blue,Upright,No Object,Partially Visible,Neutral,8,32,2.18
13,184,89,Male,19,Morning,Medium,Low,Black,Upright,Purse,Visible,Neutral,2,24,2.16
6,161,93,Female,17,Morning,Low,Medium,Brown,Moving,Purse,Visible,Neutral,10,53,2.41
21,147,55,Female,37,Afternoon,Very High,Low,Black,Mixed,No Object,Not Visible,Neutral,8,23,1.33
21,188,80,Female,21,Afternoon,High,Medium,Yellow,Mixed,No Object,Not Visible,Sad,1,26,1.39
19,164,60,Female,18,Morning,Medium,Low,Black,Upright,No Object,Not Visible,Happy,7,27,1.91
17,152,94,Female,25,Afternoon,Medium,Low,Green,Upright,No Object,Partially Visible,Sad,2,23,1.94
13,172,57,Female,45,Afternoon,Medium,Low,Blue,Moving,No Object,Visible,Happy,2,32,2.33
15,159,59,Female,35,Night,Medium,Medium,Blue,Upright,Purse,Visible,Happy,8,57,2.35
15,187,80,Female,19,Evening,High,Low,Yellow,Upright,No Object,Visible,Sad,3,59,2.31
8,158,84,Male,47,Afternoon,Low,Low,Green,Upright,Bag,Partially Visible,Neutral,7,23,2.11
6,169,51,Female,35,Afternoon,High,Medium,Yellow,Bending,Purse,Visible,Neutral,4,25,1.63
10,169,72,Male,20,Morning,Low,Medium,Green,Bending,No Object,Not Visible,Neutral,4,52,2.39
14,155,62,Female,45,Afternoon,Medium,Medium,Black,Upright,No Object,Visible,Happy,8,36,2.06
8,167,75,Female,59,Evening,Very High,Low,Brown,Upright,No Object,Visible,Happy,8,14,1.45
7,149,72,Female,37,Morning,Low,High,Black,Moving,No Object,Not Visible,Neutral,1,35,1.99
22,173,94,Female,19,Night,Low,Medium,Yellow,Bending,Bag,Visible,Happy,10,48,2.43
12,179,91,Female,26,Evening,High,Medium,Purple,Upright,Purse,Visible,Sad,7,27,1.53
16,187,77,Female,40,Night,Medium,Low,Purple,Upright,Purse,Partially Visible,Neutral,3,38,2.34
15,159,78,Female,59,Afternoon,Low,Low,Purple,Mixed,Purse,Not Visible,Sad,2,47,2.38
19,157,89,Female,56,Night,Low,Medium,Red,Bending,Bag,Visible,Sad,6,11,1.78
19,169,54,Male,56,Afternoon,Low,Low,Yellow,Bending,Laptop,Visible,Neutral,8,58,2.7
10,176,81,Female,51,Night,Medium,Medium,Yellow,Bending,No Object,Visible,Neutral,1,8,1.74
21,189,83,Female,39,Evening,Low,Low,Green,Mixed,No Object,Partially Visible,Sad,4,11,1.89
12,146,51,Female,43,Evening,High,Low,Green,Upright,No Object,Visible,Neutral,11,21,1.6
21,155,89,Female,47,Morning,Very High,Low,Red,Upright,No Object,Partially Visible,Happy,2,6,1.44
13,156,79,Female,46,Night,Low,Low,Yellow,Upright,Purse,Visible,Neutral,9,41,2.55
7,156,62,Male,42,Morning,Medium,Medium,Yellow,Moving,No Object,Not Visible,Happy,3,33,1.95
20,165,69,Male,18,Morning,Low,Low,Red,Upright,Purse,Partially Visible,Neutral,6,24,2.09
5,184,69,Male,54,Afternoon,Medium,Medium,Brown,Upright,No Object,Partially Visible,Sad,9,59,2.17
20,146,90,Female,12,Night,Low,Low,Black,Upright,Purse,Visible,Neutral,11,19,2.03
5,181,93,Female,32,Night,High,Medium,Blue,Bending,No Object,Visible,Happy,7,53,2.08
9,172,85,Female,32,Night,Medium,High,Black,Bending,No Object,Visible,Happy,3,37,2.06
17,172,77,Female,59,Evening,Medium,High,Yellow,Upright,Laptop,Partially Visible,Neutral,1,43,1.94
23,175,50,Male,16,Night,High,Medium,Green,Upright,No Object,Visible,Happy,9,57,2.12
13,150,90,Female,34,Afternoon,High,Medium,Yellow,Moving,Purse,Visible,Neutral,7,18,1.46
7,178,51,Female,29,Afternoon,Medium,Medium,Purple,Upright,Laptop,Visible,Neutral,9,11,1.6
